topic_num,messages_ch,messages_en,top_words_ch,top_words_en
88,"视频 ： 李爱庆称 新股 发行 重启 可 缓解 PE 退出 压力 视频 ： 李爱庆称 新股 发行 重启 可 缓解 PE 退出 压力
超 压抑 
据 一家 已经 过会 的 IPO 企业 相关 负责人 表示 ， A股 在 IPO 重压 下 的 表现 也 会 影响 年 后 新规 执行 中 的 IPO 发行 节奏 ， 年 后 新股 发行 的 节奏 有意 放缓 ， 监管 层 也 是 有意 维稳 A股 。 并且 现在 新股 发行 征求意见 稿 细则 尚未 出台 。 {SP} 据  SP } 年 后 新股 发行 节奏 或 将 放缓
考完 二级 ， 无 压力 ！ ！
【 银行 补血 急 616 亿 二级 资本 债 密集 落地 】 今年以来 ， 多家 银行 密集 发行 二级 资本 债券 。 国内 银行资本 补充 需求 强烈 的 背后 ， 凸显出 资本 充足率 压力 。 而 今年以来 ， 多家 银行 密集 发行 二级 资本 债券 ， 截至 目前 ， 不 包括 即将 发行 的 光大银行 ， 已有 10 家 银行 共 发行 616 亿元 二级 资本 债券 。 {LK}","video: li aiqing said that the reopening of new shares can ease the pressure of pe's exit
over depressed
according to a relevant person in charge of an ipo company that has passed the meeting, the performance of a-shares under the heavy pressure of ipos will also affect the ipo issuance rhythm in the implementation of the new regulations after the year. maintain stability a shares. and now the draft rules for the ipo consultation draft have not yet been issued. {sp} according to sp} the pace of new stock issuance may slow down in the next year
no pressure after finishing the second-level exam! !
[banks rush to intensively land 61.6 billion tier 2 capital bonds] since the beginning of this year, many banks have intensively issued tier 2 capital bonds. behind the strong capital replenishment demand of domestic banks, pressure on capital adequacy ratios is highlighted. since this year, many banks have intensively issued tier 2 capital bonds. so far, excluding the upcoming china everbright bank, 10 banks have issued 61.6 billion tier 2 capital bonds. {lk}","市场, a股, 资金, 预期, 股市, 短期, 投资者, 整体, 政策, 利好, ipo, 流动性, 本周, 新股, 周期","market, a crotch, funds, expected, stock market, short term, investor, overall, policy, good, there, fluidity, this week, new crotch, cycle"
89,"399006 1408 表达 压力
劳累 了 ， 听听 音乐 ； 郁闷 了 ， 跳跳 舞蹈 ； 伤心 了 ， 侃侃 心情
释放 压力 。 一个 人 寂寞 时 可以 听听 音乐 ； 陶冶情操
一个 人 寂寞 时 可以 听听 音乐 … … 释放 压力 ： 陶冶情操
你 今天 压力 大 吗 ？ 推荐 一个 音乐 专辑 《 官方 减压 音乐 》 。","399006 1408 expressing stress
tired, listen to music; depressed, dance; sad, talk about the mood
release stress. one can listen to music when one is lonely; cultivate one's sentiment
you can listen to music when you are lonely... relieve stress: cultivate your sentiment
are you stressed today? recommend a music album ""official decompression music"".","情绪, 表达, 情感, 心理, 自我, 方式, 内心, 释放, 行为, 接受, 感受, 恐惧, 沟通, 学会, 控制","mood, expression, affection, psychology, self, the way, heart, release, behavior, accept, feel, fear, communication, learn, control"
90,"拉伸 背部 肌肉 减轻 脊柱 压力 的 瑜伽 动作 ， 适合 久坐 办公室 的 你 ~
沉重 的 双腿
/ / {AT} 6 个 瑜伽 动作 ， 缓解 肩颈 酸痛 / / 【 6 个 瑜伽 动作 ， 缓解 肩颈 酸痛 】 压力 过大 ， 或 长期 维持 同样 的 姿势 ， 容易 造成 肩颈 肌肉 酸痛 。 下面 6 个 动作 每天花 几分钟 练习 ， 帮助 放松 绷紧 肌肉 神经 ， 舒缓 肌肉 酸痛 ， 减轻 肩颈 压力 。
【 6 个 瑜伽 动作 ， 缓解 肩颈 酸痛 】 压力 过大 ， 或 长期 维持 同样 的 姿势 ， 容易 造成 肩颈 肌肉 酸痛 。 下面 6 个 动作 每天花 几分钟 练习 ， 帮助 放松 绷紧 肌肉 神经 ， 舒缓 肌肉 酸痛 ， 减轻 肩颈 压力 。
【 6 个 瑜伽 动作 缓解 肩颈 酸痛 】 , 压力 过大 ， 或 长期 维持 同样 的 姿势 ， 容易 造成 肩颈 肌肉 酸痛 。 编辑 与 你 分享 一套 肩颈 瑜伽 动作 教程 ， 帮助 放松 绷紧 肌肉 神经 ， 舒缓 肌肉 酸痛 ， 减轻 肩颈 压力 。 。 。 . 。 。 。 {LK}","yoga exercises that stretch the back muscles to reduce the pressure on the spine, suitable for you who sit in the office for a long time~
heavy legs
/ / {at} 6 yoga movements to relieve shoulder and neck pain/ / 【6 yoga movements to relieve shoulder and neck pain] excessive pressure or long-term maintenance of the same posture can easily cause shoulder and neck muscle pain. take a few minutes to practice the following 6 exercises every day to help relax the tension of the muscles and nerves, relieve muscle soreness, and reduce the pressure on the shoulders and necks.
[six yoga moves to relieve shoulder and neck pain] excessive pressure or long-term maintenance of the same posture can easily cause shoulder and neck muscle pain. take a few minutes to practice the following 6 exercises every day to help relax the tension of the muscles and nerves, relieve muscle soreness, and reduce the pressure on the shoulders and necks.
【six yoga actions to relieve shoulder and neck pain】, excessive pressure, or maintaining the same posture for a long time, can easily cause shoulder and neck muscle pain. the editor shares a set of shoulder and neck yoga exercises tutorials with you to help relax tight muscles and nerves, relieve muscle soreness, and reduce shoulder and neck pressure. . . ... . . {lk}","运动, 身体, 动作, 跑步, 放松, 肌肉, 缓解, 锻炼, 按摩, 体重, 减轻, 方法, 呼吸, 全身, 瑜伽","movement, body, action, run, relax, muscle, ease, work out, massage, body weight, lighten, method, breathe, whole body, yoga"
91,"情话 只是 偶然 兑现 的 谎言 。 深情 是 担不起 的 重担
情话 只是 偶然 兑现 的 谎言 ： 深情 是 担不起 的 重担
深情 是 担不起 的 重担 ， 情话 只是 偶然 兑现 的 谎言 。
深情 是 我 担不起 的 重担 ， 情话 只是 偶然 兑现 的 谎言
深情 是 我 担不起 的 重担 ， 情话 只是 偶然 兑现 的 谎言 。","love words are just a lie accidentally fulfilled. affection is an unbearable burden
love words are just a lie accidentally fulfilled: affection is a burden that cannot be carried
affection is an unbearable burden, love words are just a lie accidentally fulfilled.
affection is a burden that i can't bear, love words are just a lie accidentally fulfilled
affection is a burden that i can't bear, love words are just a lie accidentally fulfilled.","很多, 其实, 真正, 能够, 不同, 每个, 认为, 做到, 理解, 完全, 了解, 所谓, 现实, 同样, 不到","a lot of, in fact, real, were able, different, each, think, do it, understanding, complete, to understanding, so-called, reality, same, less than"
92,"睡不着 ， 鸭梨 大
疲惫 的 睡不着 ！
写 父亲 ， 太沉重
压力 好大 啊 … … 睡不着 觉 … …
各类 睡不着 各类 压力 大","can't sleep, yali university
tired can't sleep!
writing father, too heavy
it’s so stressful... can’t sleep...
various types of sleeplessness","母亲, 父亲, 孩子, 家庭, 老人, 妻子, 父母, 丈夫, 家里, 照顾, 儿女, 身上, 家人, 打工, 上学","mother, father, child, family, elderly, wife, parents, husband, home, take care of, children, body, family, part-time job, go to school"
93,"海洋 之水 ， 长期 使用 ， 减轻 皮肤 负担 ， 抑制 黑色素 ， 抑制 痘痘 生长 。 非常 补水 ， 洗完 脸 只要 涂 一个 海洋 水 就 足够 水润 了 ， 孕妇 和 哺乳期 妈妈 都 可用 ， 超 保湿 PUCOMARY 固态 安肌水 ， 又名 海洋 之水 ， 一支 等于 您 同时 拥有 了 "" 爽肤水 + 面霜 + 乳液 + 精华 + 保修 护 效果 ""
【 海洋 之水 】 长期 使用 ， 减轻 皮肤 负担 ， 抑制 黑色素 ， 抑制 痘痘 生长 。 .. 非常 补水 ， 洗完 脸 只要 涂 一个 海洋 水 就 足够 水润 了 ， 孕妇 和 哺乳期 妈妈 都 可用 ， 超 保湿 PUCOMARY 固态 安肌水 ， 又名 海洋 之水 ， 一支 等于 您 同时 拥有 了 "" 爽肤水 + 面霜 + 乳液 + 精华 + 保修 护 效果 ""
海洋 水 ， 长期 使用 ， 减轻 皮肤 负担 ， 抑制 黑色素 ， 抑制 痘痘 生长 。 非常 补水 ， 洗完 脸 只要 涂 一个 海洋 水 就 足够 水润 了 ， 孕妇 和 哺乳期 妈妈 都 可用 ， 超 保湿 PUCOMARY 固态 安肌水 ， 又名 海洋 之水 ， 一支 等于 您 同时 拥有 了 "" 爽肤水 + 面霜 + 乳液 + 精华 + 保修 护 效果 "" {LK}
「 海洋 之水 」 长期 使用 ， 减轻 皮肤 负担 ， 抑制 黑色素 ， 抑制 痘痘 生长 。 非常 补水 ， 洗完 脸 只要 涂 一个 海洋 水 就 足够 水润 了 ， 孕妇 和 哺乳期 妈妈 都 可用 ， 超 保湿 PUCOMARY 固态 安肌水 ， 又名 海洋 之水 ， 一支 等于 您 同时 拥有 了 "" 爽肤水 + 面霜 + 乳液 + 精华 + 保修 护 效果 。 夏天 必备 。
这季 卖 爆 了 的 海洋 水 。 海洋 之水  长期 使用 ， 减轻 皮肤 负担 ， 抑制 黑色素 ， 抑制 痘痘 生长 。 非常 补水 ， 洗完 脸 只要 涂 一个 海洋 水 就 足够 水润 了 ， 孕妇 和 哺乳期 妈妈 都 可用 ， 超 保湿 PUCOMARY 固态 安肌水 ， 又名 海洋 之水 ， 一支 等于 您 同时 拥有 了 "" 爽肤水 + 面霜 + 乳液 {LK}","ocean water, long-term use, reduces the burden on the skin, inhibits melanin, and inhibits the growth of acne. it is very hydrating. just apply a piece of ocean water after washing your face. it can be used by pregnant women and breastfeeding mothers. the ultra-moisturizing pucomary solid skin lotion, also known as ocean water, means that you have a ""toner + cream"" at the same time. + emulsion + essence + warranty effect""
【ocean water】long-term use can reduce the burden on the skin, inhibit melanin, and inhibit the growth of acne. .. it is very hydrating. just apply a piece of ocean water after washing your face. it can be used by pregnant women and breastfeeding mothers. the ultra-moisturizing pucomary solid skin lotion, also known as ocean water, means that you have a toner at the same time. + cream + emulsion + essence + warranty effect""
ocean water, long-term use, reduces the burden on the skin, inhibits melanin, and inhibits the growth of acne. it is very hydrating. just apply a piece of ocean water after washing your face. it can be used by pregnant women and breastfeeding mothers. the ultra-moisturizing pucomary solid skin lotion, also known as ocean water, means that you have a ""toner + cream"" at the same time. + lotion + essence + warranty effect"" {lk}
long-term use of ""water of the sea"" reduces the burden on the skin, inhibits melanin, and inhibits the growth of acne. it is very hydrating. just apply a piece of ocean water after washing your face. it can be used by pregnant women and breastfeeding mothers. the ultra-moisturizing pucomary solid skin lotion, also known as ocean water, means that you have both a toner + cream + emulsion + essence + warranty effect. a must in summer.
ocean water has been sold out this season. ocean water  long-term use can reduce the burden on the skin, inhibit melanin, and inhibit the growth of acne. it is very hydrating. just apply a piece of ocean water after washing your face. it can be used by pregnant women and breastfeeding mothers. the ultra-moisturizing pucomary solid skin lotion, also known as ocean water, means that you have a ""toner + cream"" at the same time. + lotion{lk}","非常, 效果, 使用, 采用, 完全, 毫无, 一款, 减轻, 轻松, 舒适, 自然, 拥有, 产品, 抑制, 这款","very much, effect, use, use, complete, nothing, a, lighten, easy, comfortable, natural, have, product, inhibition, this"
94,"【 产后 恢复 ， 不可 忽略 这些 禁忌 】 忌 多 吃 味精 、 忌 急于 服用 人参 、 忌 过 多 吃 鸡蛋 、 忌 多 吃 红糖 、 忌 坚硬 粗糙 及 生冷食物 、 忌 喝 大量 白开水 、 忌 酸 咸 食物 、 忌食 大麦 及其 制品 、 忌 辛辣 食物 、 忌食 油腻 食物 、 忌 吃 老母鸡 、 忌 药物 、 忌 不 洗澡 不 梳头 、 忌 不 刷牙 、 忌 吹风 外出 、 忌 长时间 看书 看电视 、 忌 劳累 、 忌 性行为 .
【 食物 搭配 12 忌 】 1 虾忌维 C 、 感冒药 忌 可乐 , 均会 中毒 ; 2 鸡蛋 忌 糖精 同食 ; 3 豆腐 忌 蜂蜜 会 耳聋 ; 4 海带 忌 猪血 会 便秘 ; 5 土豆 忌 香蕉 会 生 雀斑 ; 7 牛肉 忌 红糖 会 胀气 ; 8 狗肉 忌 黄鳝 会 伤身 ; 9 羊肉 忌 田螺 会 腹胀 ; 10 芹菜 忌 兔肉 会脱 头发 ; 11 番茄 忌 绿豆 伤元气 ; 12 鹅肉 忌 鸭梨 会 伤肾
{TP} 吃 ， 是 一门 很大 的 学问 。 哪些 食物 相克 不能 一起 食用 呢 ？ 鸡蛋 忌 糖精 ， 豆腐 忌 蜂蜜 ， 海带 忌 猪血 ， 土豆 忌 香蕉 ， 牛肉 忌 红糖 ， 狗肉 忌 黄鳝 ， 羊肉 忌 田螺 ， 芹菜 忌 兔肉 ， 番茄 忌 绿豆 ， 螃蟹 忌 柿子 ， 鹅肉 忌 鸭梨 ， 洋葱 忌 蜂蜜 等等 ， 大家 都 记住 了 吗 ？ （ 配图 via 网络 ）
进食 速度 过快 ， 食物 未 得到 充分 咀嚼 ， 不利于 口中 食物 和 唾液 淀粉酶 的 初步 消化 ， 加重 肠胃 负担 ； 咀嚼 时间 过 短 ， 迷走神经 仍 在 过度 兴奋 之中 ， 长此以往 ， 容易 因 食欲 亢进 而 肥胖 。
影响 睡眠 ， 【 晚餐 少吃点 】 晚饭 吃太多 。 少 吃 富含 卡路里 和 蛋白质 的 食物 ， 晚饭 应该 多 吃 蔬菜 … … 吃饭 时要 细嚼慢咽 … … 并 增加 消化系统 的 负担 。","[for postpartum recovery, these taboos should not be ignored] avoid eating more msg, avoid taking ginseng in a hurry, avoid eating too much eggs, avoid eating more brown sugar, avoid hard, rough and cold foods, avoid drinking a lot of boiled water, avoid sour and salty foods, and avoid barley and its products, avoid spicy food, avoid eating greasy food, avoid eating old hens, avoid drugs, avoid bathing or combing, avoid brushing teeth, avoid going out with the hair, avoid reading and watching tv for a long time, avoid fatigue, avoid sexual behavior.
[food matching 12 taboos] 1 shrimp avoid vitamin c, cold medicine avoid cola, both will be poisoned; 2 avoid saccharin with eggs; 3 avoid deafness when tofu avoid honey; 4 avoid constipation when kelp avoids pig blood; 5 avoid freckles when avoiding potato ; 7 beef avoid brown sugar, which will cause gas; 8 dog meat, avoid yellow eel, which will hurt your body; 9 lamb avoid escargot, which will cause bloating; 10 celery avoid rabbit meat, which will cause hair loss; 11 tomato avoid mung bean to damage vitality; 12 goose meat, avoid pear, which will damage kidney
{tp} eating is a great knowledge. which foods can't be eaten together? avoid saccharin for eggs, avoid honey for tofu, avoid pork blood for kelp, avoid bananas for potatoes, avoid brown sugar for beef, avoid eel for dog meat, avoid snails for mutton, avoid rabbit for celery, avoid mung beans for tomatoes, avoid persimmon for crabs, avoid pears for goose, and pears for onion. honey, wait, have you all remembered? (with picture via network)
eating speed is too fast and the food is not fully chewed, which is not conducive to the initial digestion of food in the mouth and salivary amylase, and aggravates the gastrointestinal burden. if the chewing time is too short, the vagus nerve is still over-excited.
affect sleep, 【eat less for dinner】eat too much for dinner. eat less foods rich in calories and protein, and eat more vegetables for dinner... chew slowly when you eat... and increase the burden on your digestive system.","食物, 健康, 增加, 饮食, 营养, 注意, 运动, 少, 消化, 减少, 肠胃, 脂肪, 胃, 心脏, 蛋白质","food, health, increase, diet, nutrition, note, movement, less, digestion, cut back, stomach, fat, stomach, heart, protein"
95,"{TP} 关注 上方 颈线 压力
黄金周 线 冲破 下跌 通道 上轨 线 压制 后 ， 目前 测试 60 周 均线 压力 。 小白 ， 要 加油 啊
清仓 看多 ， 上方 压力 3400
3 、 第三种 是 整理 底部 形态 ， 看图 这 是 目前 创业板 15 分钟 级别 的 K 线 通道 底部 逐步 抬高 ， 高点 平行 压制 ， 属于 上升 三角形 。 这种 底部 形态 的 确认 需要 一根 阳线 突破 压力
002113 震荡 上行 ， 关注 20 线 压力 ， 突破 有 继续 上行 空间 ， 下行 可以 5 线 止损  TP }","{tp} pay attention to the upper neckline pressure
after the golden week broke through the upper track of the downward channel, the 60-week moving average pressure is currently being tested. xiaobai, go for it
long on clearance, with an upper pressure of 3400
3. the third is to sort the bottom pattern. look at the picture. this is the current 15-minute k-line channel bottom of the fbmace is gradually rising, and the high points are suppressed in parallel, which is an ascending triangle. the confirmation of this bottom pattern requires a yang line to break through the pressure
002113 fluctuates upwards, pay attention to the 20-line pressure, break through there is room to continue upside, downside can stop loss tp at 5-line}","突破, 线, 趋势, 目前, 均线, 上行, 震荡, 位置, 空间, 股价, 向上, 走势, 形成, 日线, 成交量","breakthrough, line, trend, currently, moving average, up, shock, position, space, share price, improvement, trend, form, daily, volume"
96,"于是 疲惫 不已 的 心 终于 愿意 停靠
终于 到达 ， 疲惫
终于 愿意 停靠 ： 疲惫 不已 的 心 ， 我 告诉 你 … …
终于 可以 卸下 疲惫 睡觉 了 。
终于 愿意 停靠 。 终 有 一天 、 疲惫 不已 的 心 ！ 毫无 感情 基础 。","so the exhausted heart is finally willing to stop
finally arrived, tired
i am finally willing to stop: a tired heart, i tell you...
i can finally get rid of my exhaustion and sleep.
finally willing to dock. one day, a tired heart! no emotional foundation.","感觉, 空间, 轻松, 感受, 自然, 空气, 呼吸, 感, 整个, 完全, 充满, 显得, 气氛, 氛围, 变得","feel, space, easy, feel, natural, air, breathe, sense, entire, complete, full, appear, atmosphere, atmosphere, become"
97,"一贫如洗 也好 ； 无论 受多大 创伤 心情 多么 沉重 … … 太阳 落 了 还 会 升起 。
又 累 又 困 的 时候 ， 一杯 茶 疲惫 顿消 。
奔波 劳累 。
一杯 清茶 冲淡 疲惫 。 。 。
忙碌 是 一种 幸福 ， 让 我们 没 时间 体会 痛苦 ； 奔波 是 一种 快乐 ， 我们 真实 地 感受 生活 ； 疲惫 是 一种 享受 ， 我们 无暇 空虚 。","it is good to be poor; no matter how severe the trauma, how heavy the mood is... the sun will rise after it has set.
when tired and sleepy, a cup of tea disappears.
tired from running around.
a cup of tea dilutes tiredness. . .
being busy is a kind of happiness, so we don't have time to experience pain; running around is a kind of happiness, we truly feel life; exhaustion is a kind of enjoyment, we have no time to be empty.","生活, 享受, 快乐, 感受, 忙碌, 日子, 体会, 奔波, 真实, 痛苦, 不同, 乐趣, 经历, 收获, 脚步","life, enjoy, happy, feel, busy, day, experience, run around, real, pain, different, pleasure, experience, reward, pace"
98,"巴西 压力 更大 ！
顶住 压力 ！
梅西 点球 无 压力 ！
德国队 如何 顶住 巴西 球迷 的 压力 。
巴西队 压力 大 啊 ！ ！","brazil is under more pressure!
withstand pressure!
messi penalty kick without pressure!
how the german team withstood the pressure of brazilian fans.
the brazilian team is under great pressure! !","顶住, 对手, 能力, 巨大, 巴西, 表现, 状态, 依然, 进攻, 一场, 实力, 防守, 发挥, 优势, 顶","withstand, opponent, ability, huge, brazil, which performed, status, still, attack, a, strength, defensive, play, advantage, top"
99,"讨厌 医院 的 压抑 ！
北京 很多 医院 的 医保 额度 用 完 了 ， 想 用 医保 看病 的 患者 要 遭殃 了 ， 如何 解决 ？ 在 医院 医保 额度 用 完 的 情况 下 ， 医生 无法 给 医保 病人 治疗 ， 要么 患者 全 自费 无法 走 医保 报销 ， 要么 医生 医生 自掏腰包 负担 患者 的 医疗 费用 。 {AT} {SP} {AT} {SP} {AT}
医院 刚回来 ， 身心 疲惫 
{AT} / / 【 家属 对 患者 隐瞒 癌症 不 科学 】 在 中国 ， 许多 癌症 患者 家属 向 患者 隐瞒 真实 病情 ， 认为 向 患者 隐瞒 病情 更 有利于 保持 患者 生活 质量 和 癌症 治疗 。 然而 ， 患者 家属 向 癌症 患者 隐瞒 病情 既 不 符合 法理 ， 也 不 符合 大多数 患者 的 主观 愿望 ， 有 可能 会 加重 患者 心理 负担 ， 甚至 给 治疗 带来 负面影响 。 {LK}
癌症 患者 化疗 嫌药贵 没 医保 ， 化疗 大夫 嫌 劳累 患者 事儿 多 ， 反正 每个 人 都 很 不平 含怨 的 活着 {EI}","hate the depression of the hospital!
many hospitals in beijing have run out of medical insurance coverage, and patients who want to use medical insurance to see a doctor are suffering. how to solve it? when the hospital’s medical insurance limit is used up, the doctor cannot treat the medical insurance patient, or the patient cannot be reimbursed by the medical insurance at his own expense, or the doctor pays the patient’s medical expenses out of his own pocket. {at} {sp} {at} {sp} {at}
i just came back from the hospital, physically and mentally exhausted
{at} / / [it is unscientific for family members to conceal cancer from patients] in china, many family members of cancer patients conceal their true condition from patients, believing that concealing their condition from patients is more conducive to maintaining the patient's quality of life and cancer treatment. however, it is neither legal principle nor subjective wish of most patients to be concealed by family members of patients from cancer patients. it may increase the psychological burden of patients and even have a negative impact on treatment. {lk}
cancer patients think that chemotherapy drugs are expensive and have no medical insurance. chemotherapy doctors are too tired and the patients have a lot of work. anyway, everyone is alive and resentful {ei}","医生, 医院, 患者, 治疗, 手术, 病人, 检查, 医疗, 疾病, 费用, 严重, 药物, 家人, 救助, 病情","doctors, hospital, patient, treatment, surgery, patient, an examination, medical treatment, disease, cost, serious, drug, family, rescue, condition"
